"","shift","scale","shape","state","bucket"
"60",0,6001.94419156197,1.08472814048105,4,"1011"
"61",0,10986.8661363653,0.782954739371579,4,"1100"
"62",0,9134.99022530771,0.786378079710717,4,"1101"
"63",0,12323.4589844252,0.809918090665879,4,"1110"
"64",0,13159.4272055346,0.624129499310349,4,"1111"
"65",0,5936.1856984378,1.61409955969217,5,"0000"
"66",0,6063.56425913854,1.40262081787981,5,"0001"
"67",0,7668.95125577167,1.58245473026107,5,"0010"
"68",0,12059.2867086807,0.828433644711759,5,"0011"
"69",0,7049.26297635876,1.41484482922275,5,"0100"
"70",0,6212.28706440427,1.32614999664475,5,"0101"
"71",0,8017.70296257968,1.6202645766651,5,"0110"
"72",0,11375.1023435103,0.970843479443694,5,"0111"
"73",0,5548.90684906474,1.5189193405781,5,"1000"
"74",0,4539.81157494991,1.54524334072975,5,"1001"
"75",0,6032.72931771458,1.66592328564971,5,"1010"
"76",0,6051.62828732812,1.37403297634368,5,"1011"
"77",0,8092.77548729089,1.12729096477769,5,"1100"
"78",0,6440.57308033734,1.15483865233311,5,"1101"
"79",0,7077.38405670317,1.57063677629911,5,"1110"
"80",0,9438.4080958043,1.04156988829384,5,"1111"
"81",0,140.673444727031,4.43082553437573,6,"0000"
"82",0,144.005272801134,3.81910397317852,6,"0001"
"83",0,98.8342878131421,6.45518482491793,6,"0010"
"84",0,74.5148904758177,7.08384211673835,6,"0011"
"85",0,213.772580093962,2.85553664919825,6,"0100"
"86",0,180.868347208287,2.68457999062661,6,"0101"
"87",0,120.009210927468,5.21674107589662,6,"0110"
"88",0,125.653964203431,4.11728887340058,6,"0111"
"89",0,105.519347646088,5.64719252302549,6,"1000"
"90",0,284.597857522298,1.82405394347742,6,"1001"
"91",0,83.3427679582504,7.2867251874793,6,"1010"
"92",0,87.5949325158869,5.96367022969727,6,"1011"
"93",0,118.563706534167,5.08815739714058,6,"1100"
"94",0,142.524191847005,3.42250763486664,6,"1101"
"95",0,145.033967374001,4.27896652518804,6,"1110"
"96",0,89.6483823835114,5.74130338618465,6,"1111"
"97",0,295.965029841197,0.337534949786045,7,"0000"
"98",0,196.541355548493,0.489745725184904,7,"0001"
"99",0,252.178834132846,0.39032669462365,7,"0010"
"100",0,185.488198973347,0.598417204128334,7,"0011"
"101",0,290.539480494187,0.358073050792626,7,"0100"
"102",0,279.828645870488,0.367878665578274,7,"0101"
"103",0,276.024845314596,0.375030328094009,7,"0110"
"104",0,224.331401259005,0.515048858099047,7,"0111"
"105",0,208.351967292871,0.462348893315238,7,"1000"
"106",0,167.246507358258,0.561029757078171,7,"1001"
"107",0,209.415589482579,0.456247362042645,7,"1010"
"108",0,179.815483452764,0.592350844995375,7,"1011"
"109",0,280.341504689123,0.377662582391831,7,"1100"
"110",0,254.297383603256,0.403723968793318,7,"1101"
"111",0,284.032977229078,0.371136770395869,7,"1110"
"112",0,233.647389931565,0.501235554973472,7,"1111"
"113",0,17.0706804218753,3.10738080908182,8,"0000"
"114",0,17.6446319452887,3.25376052684601,8,"0001"
"115",0,13.4355659171233,5.96897009941812,8,"0010"
"116",0,29.2050364481153,2.10018981174592,8,"0011"
"117",0,20.5642269957257,2.59161886149644,8,"0100"
"118",0,16.1377322876934,3.49326392352322,8,"0101"
"119",0,20.4752047727375,2.86338422639081,8,"0110"
"120",0,18.7344510137449,3.4753421599177,8,"0111"
"121",0,17.6398699252467,3.2781250794394,8,"1000"
"122",0,16.4643960423034,3.54147227777349,8,"1001"
"123",0,21.5778235868442,3.21380914639609,8,"1010"
"124",0,40.6094169372636,1.53055685471301,8,"1011"
"125",0,18.2700573356966,3.30857652088762,8,"1100"
"126",0,15.6911714673778,3.54469654493918,8,"1101"
"127",0,19.8958951604454,3.77603623961259,8,"1110"
"128",0,22.3483477501798,2.72719791316333,8,"1111"
"129",0,36.8611964016098,1.24037783605924,9,"0000"
"130",0,26.339145538258,1.54759124046953,9,"0001"
"131",0,47.6138666099001,1.15246504173594,9,"0010"
"132",0,43.0153201884509,1.03115922953455,9,"0011"
"133",0,47.5982553822452,0.961237337869947,9,"0100"
"134",0,30.8826516564384,1.31521156555671,9,"0101"
"135",0,50.277946991096,1.11231909245503,9,"0110"
"136",0,47.7807566340611,0.943130422067673,9,"0111"
"137",0,33.8886127852233,1.31438431582478,9,"1000"
"138",0,27.0536600284142,1.51254434946789,9,"1001"
"139",0,43.071000391507,1.22766069140481,9,"1010"
"140",0,41.0150691461575,1.10754804282957,9,"1011"
"141",0,36.5413609061797,1.23324455970168,9,"1100"
"142",0,29.1134986219702,1.43599207884618,9,"1101"
"143",0,60.2554846490894,0.908351114528561,9,"1110"
"144",0,61.3587321426837,0.761987457309995,9,"1111"
"145",0,132.787096534498,0.449962365604616,10,"0000"
"146",0,122.406973708184,0.5471612603441,10,"0001"
"147",0,99.6554060506409,0.651844355366407,10,"0010"
"148",0,164.369803653422,0.443325936210548,10,"0011"
"149",0,346.339167394077,0.21016146624977,10,"0100"
"150",0,94.3642443961428,0.675775115460793,10,"0101"
"151",0,257.415970035601,0.285555173030798,10,"0110"
"152",0,133.792027091704,0.477396053432291,10,"0111"
"153",0,267.661821448039,0.293981745715504,10,"1000"
"154",0,131.474749190259,0.494670769830045,10,"1001"
"155",0,225.425338222455,0.327395607254131,10,"1010"
"156",0,241.662202582291,0.32621418156535,10,"1011"
"157",0,108.653918327111,0.578338013416021,10,"1100"
"158",0,97.3878452840631,0.604447749859102,10,"1101"
"159",0,152.814511618717,0.47824950373968,10,"1110"
"160",0,294.462186826098,0.367405568607229,10,"1111"
